query,difficulty
A0A2D6EJN4,0.75
A0A2D6GZL9,0.52
A0A2D6KBP7,0.51
A0A2D6KBU3,0.58
A0A2D6MEZ0,0.52
A0A2D6P0J3,0.68
A0A2D6QE45,0.6
A0A2D6S030,0.67
A0A2D6S2Y2,0.45
A0A2D6S6S9,0.74
A0A2D6UTJ8,0.73
A0A2D6UVW8,0.58
A0A2D6VK69,0.59
A0A2D6XNN7,0.64
A0A2D6YDA3,0.53
A0A2D6YIL8,0.74
A0A2D6Z0P2,0.52
A0A2D6ZE22,0.73
A0A2D7CYL4,0.38
A0A2D7DL83,0.65
A0A2D7DZZ6,0.52
A0A2D7FXW5,0.69
A0A2D7I8K9,0.63
A0A2D7IVS1,0.54
A0A2D7J1B7,0.73
A0A2D7J9Y1,0.46
A0A2D7KGY8,0.59
A0A2D7KMY3,0.55
A0A2D7KWB5,0.72
A0A2D7KXN0,0.56
A0A2D7LXF2,0.76
A0A2D7M334,0.73
A0A2D7M636,0.5
A0A2D7MVK6,0.49
A0A2D7P0Z4,0.52
A0A2D7P520,0.71
A0A2D7QJS0,0.67
A0A2D7QNY4,0.63
A0A2D7RCY6,0.36
A0A2D7RS85,0.55
A0A2D7SQ93,0.7
A0A2D7TR79,0.63
A0A2D7TVC2,0.77
A0A2D7TVZ8,0.67
A0A2D7V6E0,0.66
A0A2D7W217,0.41
A0A2D7YMG5,0.52
A0A2D8ADE5,0.58
A0A2D8CEX1,0.76
A0A2D8GE22,0.48
A0A2D8GG13,0.6
A0A2D8ITA4,0.8
A0A2D8LSP6,0.65
A0A2D8R8W2,0.72
A0A2D8S8B1,0.52
A0A2D8SW75,0.44
A0A2D8V2U4,0.67
A0A2D8WNG7,0.62
A0A2D8Y1G1,0.51
A0A2D8YFB8,0.63
A0A2D8YQ08,0.56
A0A2D8YY52,0.59
A0A2D9A3T4,0.59
A0A2D9AAZ5,0.6
A0A2D9BCD6,0.61
A0A2D9CRD9,0.45
A0A2D9HF72,0.55
A0A2D9IRC2,0.5
A0A2D9KI53,0.73
A0A2D9LN68,0.47
A0A2D9LXD3,0.71
A0A2D9MQ74,0.48
A0A2D9MYF4,0.66
A0A2D9QXY5,0.59
A0A2D9S6U8,0.61
A0A2D9VJP1,0.48
A0A2D9VRI2,0.73
A0A2D9X3H1,0.52
A0A2D9XQH0,0.65
A0A2D9YF15,0.5
A0A2D9Z026,0.68
A0A2E0A281,0.54
A0A2E0AJU6,0.62
A0A2E0BZW9,0.58
A0A2E0CKY6,0.58
A0A2E0CXZ2,0.67
A0A2E0DDF4,0.66
A0A2E0DLY5,0.63
A0A2E0DM13,0.64
A0A2E0H8Y3,0.65
A0A2E0LX64,0.58
A0A2E0M2V2,0.74
A0A2E0PJH6,0.21
A0A2E0TLP9,0.52
A0A2E0V9S7,0.59
A0A2E0WPA1,0.62
A0A2E0Y3Q2,0.65
A0A2E0ZX57,0.48
A0A2E1BQS5,0.72
A0A2E1CM49,0.64
A0A2E1E0D3,0.74
A0A2E1E1C8,0.55
A0A2E1ESC5,0.52
A0A2E1FTJ0,0.5
A0A2E1H169,0.69
A0A2E1H1V3,0.53
A0A2E1H7R4,0.72
A0A2E1HAD8,0.73
A0A2E1HBA1,0.56
A0A2E1JEZ4,0.62
A0A2E1JPH8,0.57
A0A2E1JTP8,0.75
A0A2E1L6F7,0.57
A0A2E1LTD4,0.66
A0A2E1M4D8,0.49
A0A2E1M7M8,0.54
A0A2E1P4G6,0.47
A0A2E1PL50,0.75
A0A2E1QQA6,0.59
A0A2E1QSK3,0.6
A0A2E1RV40,0.52
A0A2E1SHN6,0.48
A0A2E1YBK3,0.57
A0A2E1Z4F1,0.53
A0A2E2BW73,0.53
A0A2E2D4Z0,0.49
A0A2E2IKB6,0.73
A0A2E2JJH3,0.64
A0A2E2LWN8,0.54
A0A2E2MX30,0.63
A0A2E2NAN6,0.67
A0A2E2R171,0.58
A0A2E2S947,0.49
A0A2E2SAG6,0.64
A0A2E2SWH1,0.7
A0A2E2W020,0.58
A0A2E2WL40,0.5
A0A2E2X749,0.51
A0A2E2ZHF6,0.69
A0A2E2ZLV6,0.57
A0A2E3AGY2,0.77
A0A2E3BRJ5,0.41
A0A2E3EP66,0.72
A0A2E3EVV5,0.73
A0A2E3G7U4,0.55
A0A2E3GVD6,0.55
A0A2E3H9K1,0.62
A0A2E3I172,0.48
A0A2E3JS04,0.66
A0A2E3L5N6,0.59
A0A2E3N7F7,0.76
A0A2E3NK60,0.53
A0A2E3NLA5,0.59
A0A2E3P108,0.71
A0A2E3Q3Y3,0.64
A0A2E3R818,0.58
A0A2E3SQT5,0.49
A0A2E3UYE3,0.52
A0A2E3VWY2,0.57
A0A2E3YFT7,0.6
A0A2E3YGX5,0.51
A0A2E3YI64,0.59
A0A2E3ZCE9,0.72
A0A2E3ZQ43,0.63
A0A2E4BC83,0.72
A0A2E4C597,0.43
A0A2E4DRK4,0.57
A0A2E4DS97,0.74
A0A2E4DW41,0.61
A0A2E4FMM6,0.63
A0A2E4H969,0.61
A0A2E4HVX2,0.76
A0A2E4I0A1,0.48
A0A2E4IST2,0.78
A0A2E4IT56,0.71
A0A2E4L8N3,0.54
A0A2E4L9D1,0.46
A0A2E4LJR0,0.57
A0A2E4Q6K8,0.74
A0A2E4QKC3,0.74
A0A2E4RM09,0.46
A0A2E4SAE0,0.47
A0A2E4V0G8,0.48
A0A2E4YXR2,0.55
A0A2E4YZQ6,0.53
A0A2E4Z7P8,0.71
A0A2E5AN16,0.52
A0A2E5C9H5,0.54
A0A2E5ENX2,0.53
A0A2E5FIB7,0.6
A0A2E5H0G8,0.47
A0A2E5HNX5,0.52
A0A2E5HTN1,0.75
A0A2E5KFL6,0.67
A0A2E5KK24,0.71
A0A2E5KKV2,0.58
A0A2E5KYE3,0.64
A0A2E5NVE6,0.65
A0A2E5R789,0.51
A0A2E5RJD3,0.53
A0A2E5SNF1,0.76
A0A2E5T1E2,0.74
A0A2E5TV91,0.52
A0A2E5UMJ5,0.68
A0A2E5VI76,0.32
A0A2E5WEB7,0.74
A0A2E5WEJ1,0.57
A0A2E5WEL7,0.68
A0A2E5WEV5,0.5
A0A2E5X630,0.6
A0A2E5YIE2,0.62
A0A2E5Z3Q9,0.42
A0A2E5ZJ62,0.7
A0A2E6D5B8,0.72
A0A2E6D9L0,0.56
A0A2E6EWD2,0.66
A0A2E6HU29,0.6
A0A2E6I9L6,0.52
A0A2E6J2R5,0.71
A0A2E6L6S2,0.64
A0A2E6LNK6,0.59
A0A2E6M0V6,0.57
A0A2E6MIQ9,0.72
A0A2E6NX86,0.67
A0A2E6SFC1,0.61
A0A2E6T6D3,0.6
A0A2E6VKR0,0.53
A0A2E6XNZ0,0.52
A0A2E7BBI1,0.71
A0A2E7BS48,0.53
A0A2E7CPU5,0.62
A0A2E7FNG4,0.67
A0A2E7FQ42,0.59
A0A2E7FS11,0.5
A0A2E7GIN8,0.64
A0A2E7HV58,0.59
A0A2E7J7D0,0.41
A0A2E7MAN3,0.73
A0A2E7NBI8,0.47
A0A2E7NH46,0.55
A0A2E7QS97,0.75
A0A2E7R4T3,0.6
A0A2E7U9G4,0.48
A0A2E7V735,0.57
A0A2E7YY31,0.68
A0A2E8A5F7,0.73
A0A2E8A8X5,0.72
A0A2E8C567,0.64
A0A2E8CV16,0.73
A0A2E8DP37,0.52
A0A2E8GPK1,0.71
A0A2E8HD28,0.73
A0A2E8HKL8,0.73
A0A2E8IFW2,0.5
A0A2E8IXH3,0.52
A0A2E8J833,0.57
A0A2E8L937,0.57
A0A2E8LBH8,0.54
A0A2E8MDX0,PARSE_ERROR
A0A2E8PAQ3,0.6
A0A2E8PF75,0.57
A0A2E8QVZ7,0.52
A0A2E8RBV9,0.53
A0A2E8S7B1,0.54
A0A2E8SB69,PARSE_ERROR
A0A2E8T706,0.62
A0A2E8WWA9,0.65
A0A2E8Y347,0.56
A0A2E9I965,0.77
A0A2E9LLF8,0.7
A0A2E9LS49,0.43
A0A2E9P313,0.57
A0A2E9WL89,0.55
A0A2E9XG96,0.59
A0A2F0ADU7,0.62
A0A2G0WIR7,0.56
A0A2G1APH0,0.59
A0A2G1VZB8,0.51
A0A2G1Y026,0.55
A0A2G1YBG7,0.75
A0A2G1YXY1,0.49
A0A2G2EQF0,0.56
A0A2G2KC47,0.55
A0A2G2PGF0,0.48
A0A2G2PUU7,0.59
A0A2G2QB35,0.41
A0A2G2QTM9,0.59
A0A2G2WRL0,0.58
A0A2G3AJ46,0.49
A0A2G3DWN1,0.44
A0A2G3KEG5,0.67
A0A2G3LUX8,0.73
A0A2G3P5W7,0.52
A0A2G4FZE5,0.49
A0A2G4G9S5,0.58
A0A2G4IGK7,0.57
A0A2G4SMF8,0.52
A0A2G5BIX8,0.51
A0A2G5C4J7,0.48
A0A2G5CT92,0.59
A0A2G5D970,0.46
A0A2G5EB52,0.53
A0A2G5IAQ1,0.42
A0A2G6BN75,0.6
A0A2G6D0X3,0.6
A0A2G6D2J9,0.71
A0A2G6DUR4,0.58
A0A2G6EW60,0.48
A0A2G6GUZ0,0.5
A0A2G6H2J5,0.59
A0A2G6KUG8,0.41
A0A2G6LAM0,0.52
A0A2G6NV61,0.75
A0A2G6P0I9,0.64
A0A2G6PA27,0.54
A0A2G6Q270,0.61
A0A2G6Q3U8,0.49
A0A2G6RQA1,0.5
A0A2G6SC78,0.75
A0A2G6WTE9,0.51
A0A2G6YH08,0.72
A0A2G6YTC1,0.79
A0A2G6ZMM2,0.73
A0A2G6ZV06,0.56
A0A2G7DT92,0.49
A0A2G7FI17,0.68
A0A2G8BG39,0.64
A0A2G8HYI1,0.73
A0A2G8JMF1,0.55
A0A2G8JU61,0.46
A0A2G8LBU3,0.54
A0A2G8PB26,0.49
A0A2G8SL47,0.49
A0A2G8SMP6,0.48
A0A2G9DST8,0.59
A0A2G9EBP6,0.71
A0A2G9LQX5,0.53
A0A2G9LYG5,0.72
A0A2G9MPI8,0.47
A0A2G9MSC7,0.7
A0A2G9MUJ5,0.6
A0A2G9NN57,0.6
A0A2G9PUL1,0.63
A0A2G9VJ60,0.59
A0A2G9XD16,0.53
A0A2G9XK19,0.61
A0A2G9ZS27,0.57
A0A2H0AED7,0.7
A0A2H0B2Y7,0.52
A0A2H0B429,0.54
A0A2H0BH09,0.48
A0A2H0CDM4,0.77
A0A2H0D6X3,0.73
A0A2H0DUG7,0.78
A0A2H0HG67,0.46
A0A2H0NFX7,0.54
A0A2H0SBS3,0.66
A0A2H0SH37,0.68
A0A2H0TWG2,0.53
A0A2H0VJZ0,0.68
A0A2H0XK21,0.64
A0A2H0Y590,0.73
A0A2H0Z491,0.68
A0A2H1CE18,0.48
A0A2H1FWB1,0.67
A0A2H1FWY5,0.48
A0A2H1H4B2,0.46
A0A2H1I527,0.55
A0A2H1ICC3,0.46
A0A2H1IJW0,0.55
A0A2H1XP31,0.66
A0A2H2WT22,0.54
A0A2H2YFJ2,0.65
A0A2H3BR75,0.38
A0A2H3E6Q4,0.55
A0A2H3G9Y2,0.53
A0A2H3GUH3,0.39
A0A2H3I7D7,0.43
A0A2H3KNG4,0.56
A0A2H3NG88,0.64
A0A2H3S3M2,0.53
A0A2H3SAI4,0.49
A0A2H3SF17,0.51
A0A2H3TY34,0.44
A0A2H4CE72,0.53
A0A2H4CEN3,0.73
A0A2H4N217,0.55
A0A2H4TYD6,0.58
A0A2H4WAB5,0.71
A0A2H5A2S9,0.62
A0A2H5ACH6,0.53
A0A2H5CA67,0.51
A0A2H5CAZ1,0.47
A0A2H5N745,0.8
A0A2H5NA99,0.62
A0A2H5NJY9,0.47
A0A2H5QDI1,0.34
A0A2H5QRN4,0.49
A0A2H5R9Y5,0.63
A0A2H5S9A9,0.55
A0A2H5SI30,0.42
A0A2H5UE23,0.44
A0A2H5VQP3,0.45
A0A2H5WLM8,0.39
A0A2H5WQZ6,0.57
A0A2H5Y1A9,0.66
A0A2H5Y7B6,0.57
A0A2H5Z636,0.79
A0A2H6D153,0.67
A0A2H6IYU7,0.69
A0A2H6K0S9,0.7
A0A2H6LHM9,0.47
A0A2H6NCF6,0.51
A0A2H8TYH3,0.56
A0A2H9L5E5,0.75
A0A2H9L9J7,0.53
A0A2H9LN56,0.55
A0A2H9LNR2,0.52
A0A2H9M7E1,0.54
A0A2H9MNG7,0.62
A0A2H9MWW0,0.81
A0A2H9N0F1,0.63
A0A2H9NRK0,0.53
A0A2H9NT25,0.59
A0A2H9PBG2,0.54
A0A2H9PY65,0.65
A0A2H9QIW5,0.53
A0A2H9R6R0,0.69
A0A2H9RIZ6,0.67
A0A2I0D0Q6,0.71
A0A2I0DA37,0.45
A0A2I0KXF4,0.6
A0A2I0RTL5,0.55
A0A2I0TIY5,0.6
A0A2I0TTC5,0.63
A0A2I0U941,0.54
A0A2I0ZCS5,0.57
A0A2I1BW63,0.63
A0A2I1E0F7,0.31
A0A2I1EDW6,0.36
A0A2I1G014,0.4
A0A2I1G608,0.48
A0A2I1G7Q4,0.33
A0A2I1GEE3,0.26
A0A2I1IGA0,0.46
A0A2I1ILK8,0.75
A0A2I1IVE3,0.39
A0A2I1M310,0.73
A0A2I1P0I4,0.5
A0A2I1R2N9,0.56
A0A2I1R9E9,0.58
A0A2I1R9K7,0.66
A0A2I1ZJK9,0.42
A0A2I2F913,0.44
A0A2I2FIJ4,0.46
A0A2I2ISC1,0.47
A0A2I2ITZ7,0.54
A0A2I2IVB8,0.33
A0A2I3GSH0,0.76
A0A2I3HLB1,0.52
A0A2I3M7I5,0.57
A0A2I4ENN7,0.52
A0A2I4GKU9,0.7
A0A2I4N6F6,0.6
A0A2I6BQA9,0.62
A0A2I7S7P0,0.52
A0A2I7SRW4,0.4
A0A2I7TA08,0.58
A0A2I8R576,0.51
A0A2I8XED2,0.76
A0A2I8XEZ5,0.52
A0A2J0LGT7,0.64
A0A2J0LMJ5,0.72
A0A2J0LRW9,0.71
A0A2J0MPA2,0.51
A0A2J0N1Q0,0.6
A0A2J0UCU9,0.58
A0A2J0ULH0,0.49
A0A2J5HWY1,0.51
A0A2J6H8S9,0.56
A0A2J6HWQ9,0.73
A0A2J6I1B2,0.63
A0A2J6MYA5,0.62
A0A2J6N2G9,0.48
A0A2J6NY67,0.59
A0A2J6SAN2,0.55
A0A2J6WFE7,0.48
A0A2J6X2U8,0.76
A0A2J7PKV9,0.44
A0A2J7Q1L4,0.66
A0A2J7QGB3,0.56
A0A2J7Y898,0.76
A0A2J7ZJL7,0.74
A0A2J8AZC5,0.59
A0A2J8FV93,0.75
A0A2J8J496,0.48
A0A2J8J6Q8,0.41
A0A2J8JF63,0.48
A0A2J8KDB1,0.44
A0A2J8L7T4,0.64
A0A2J8MMI6,0.53
A0A2J8P9V4,0.55
A0A2J8QJU1,0.49
A0A2J8R7C3,0.49
A0A2J9HN32,0.62
A0A2J9IK07,0.57
A0A2K0U0H4,0.54
A0A2K0XAS5,0.47
A0A2K1FQM0,0.76
A0A2K1JPT6,0.61
A0A2K1SR77,0.69
A0A2K1YFP4,0.59
A0A2K2A9Q8,0.34
A0A2K2R4K2,0.57
A0A2K2R9N9,0.52
A0A2K2U282,0.74
A0A2K2U5C7,0.72
A0A2K2U862,0.73
A0A2K2U8G9,0.6
A0A2K3JIR9,0.5
A0A2K3L825,0.72
A0A2K3MYP1,0.41
A0A2K3QZS3,0.56
A0A2K4FQQ2,0.6
A0A2K4VP51,0.41
A0A2K4YMX7,0.29
A0A2K5A413,0.52
A0A2K5CZC6,0.67
A0A2K5RPK5,0.23
A0A2K5W951,0.51
A0A2K5WU07,0.51
A0A2K5XZG3,0.49
A0A2K5ZG47,0.57
A0A2K6EQC0,0.33
A0A2K6P5I5,0.72
A0A2K6TK01,0.53
A0A2K6TK06,0.52
A0A2K8EXJ6,0.5
A0A2K8MJ43,0.54
A0A2K8NGB9,0.66
A0A2K8X6N3,0.65
A0A2K8X7T8,0.48
A0A2K9E4Y0,0.67
A0A2K9ES65,0.59
A0A2K9ESC1,0.57
A0A2K9NFB6,0.47
A0A2L0A1H2,0.69
A0A2L0HZD2,0.55
A0A2L0N270,0.64
A0A2L0U8W4,0.57
A0A2L0VSN4,0.51
A0A2L1HGW3,0.77
A0A2L1QK52,0.41
A0A2L2JR27,0.51
A0A2L2MEW2,0.52
A0A2L2MW09,0.56
A0A2L2XG40,0.55
A0A2L2YM74,0.25
A0A2M3ZE48,0.58
A0A2M6K9R2,0.76
A0A2M6XEH6,0.48
A0A2M6XZP4,0.52
A0A2M6Z210,0.65
A0A2M6ZCV9,0.75
A0A2M6ZEX9,0.55
A0A2M7APP7,0.44
A0A2M7BUX5,0.73
A0A2M7C7S9,0.59
A0A2M7DA95,0.61
A0A2M7DSQ5,0.53
A0A2M7DVB1,0.64
A0A2M7EI08,0.55
A0A2M7I8M6,0.52
A0A2M7J977,0.56
A0A2M7J9Q7,0.55
A0A2M7JJC9,0.57
A0A2M7JMF2,0.49
A0A2M7K5U4,0.64
A0A2M7KAW8,0.35
A0A2M7LJ84,0.61
A0A2M7M5I6,0.58
A0A2M7P0W3,0.51
A0A2M7P463,0.72
A0A2M7PXY1,0.3
A0A2M7RF00,0.58
A0A2M7RR07,0.48
A0A2M7RTZ2,0.75
A0A2M7SKZ6,0.46
A0A2M7SPY5,0.58
A0A2M7TIT7,0.58
A0A2M7UFP1,0.61
A0A2M7UIG0,0.48
A0A2M7WXE3,0.67
A0A2M7X1P5,0.55
A0A2M7XU27,0.53
A0A2M7YAA1,0.65
A0A2M7YAD7,0.48
A0A2M7YD14,0.76
A0A2M7YWE1,0.61
A0A2M8ADS9,0.78
A0A2M8B7J4,0.51
A0A2M8C589,0.65
A0A2M8DGG5,0.7
A0A2M8DS78,0.63
A0A2M8DYN8,0.57
A0A2M8ER12,0.72
A0A2M8EU06,0.74
A0A2M8EZU3,0.65
A0A2M8G2G2,0.72
A0A2M8G7A7,0.47
A0A2M8PD03,0.49
A0A2M8T8X6,0.65
A0A2M8UB47,0.47
A0A2M8UL29,0.77
A0A2M8VGR7,0.74
A0A2M8WWL2,0.75
A0A2M8XC13,0.39
A0A2M8XQZ8,0.46
A0A2M9BWR6,0.54
A0A2M9FFH9,0.76
A0A2M9TGH1,0.48
A0A2M9VUC1,0.28
A0A2M9Z9W1,0.52
A0A2N0ANS9,0.51
A0A2N0AWV2,0.62
A0A2N0BV10,0.61
A0A2N0C4K6,0.63
A0A2N0EQR7,0.5
A0A2N0LSS9,0.53
A0A2N0QRT9,0.52
A0A2N0R3K1,0.48
A0A2N0RYY2,0.7
A0A2N0X1N7,0.53
A0A2N0ZAK0,0.61
A0A2N1DH27,0.61
A0A2N1EPF8,0.52
A0A2N1KWM5,0.47
A0A2N1LL88,0.48
A0A2N1N664,0.59
A0A2N1NK90,0.43
A0A2N1NQ37,0.44
A0A2N1NWD2,0.43
A0A2N1Q8C1,0.26
A0A2N1QQT1,0.53
A0A2N1S0Y3,0.58
A0A2N1S612,0.62
A0A2N1SMR6,0.67
A0A2N1SP06,0.55
A0A2N1SPW6,0.52
A0A2N1SQ48,0.61
A0A2N1T1U0,0.62
A0A2N1T213,0.63
A0A2N1T543,0.48
A0A2N1UIQ3,0.76
A0A2N1X9V8,0.76
A0A2N1XKI0,0.42
A0A2N1Z5X5,0.53
A0A2N2BBS8,0.42
A0A2N2C4J3,0.45
A0A2N2G814,0.61
A0A2N2GQG3,0.44
A0A2N2GVC4,0.61
A0A2N2I485,0.53
A0A2N2I841,0.49
A0A2N2IBI0,0.44
A0A2N2KLX3,0.6
A0A2N2NVR5,0.51
A0A2N2UIF9,0.6
A0A2N2W539,0.48
A0A2N2XZE8,0.62
A0A2N2ZV49,0.68
A0A2N3BGP4,0.79
A0A2N3BNA6,0.51
A0A2N3BQ73,0.7
A0A2N3CCG2,0.57
A0A2N3CCR5,0.75
A0A2N3EFQ6,0.57
A0A2N3G9R6,0.59
A0A2N3L4H6,0.6
A0A2N3N4J9,0.45
A0A2N3TN61,0.54
A0A2N3ULD4,0.53
A0A2N3X2G3,0.51
A0A2N4SV02,0.57
A0A2N4X0K2,0.6
A0A2N5GZ85,0.59
A0A2N5JCS9,0.73
A0A2N5PVE4,0.75
A0A2N5R4N5,0.54
A0A2N5RSH8,0.54
A0A2N5T0A5,0.44
A0A2N5VZP2,0.54
A0A2N5XIV9,0.54
A0A2N5ZHU9,0.59
A0A2N6E0T0,0.61
A0A2N6FI05,0.48
A0A2N6FT27,0.53
A0A2N6FTD6,0.67
A0A2N6PR95,0.44
A0A2N6Q0Y5,0.79
A0A2N6QAT8,0.41
A0A2N6R1Z1,0.65
A0A2N7C983,0.76
A0A2N7HMI8,0.63
A0A2N7VK94,0.57
A0A2N8B4Z6,0.57
A0A2N8GC91,0.39
A0A2N8GM73,0.57
A0A2N8HQC6,0.62
A0A2N8IR62,0.58
A0A2N8IRG9,0.43
A0A2N8IXV2,0.5
A0A2N8KRA2,0.55
A0A2N8L0E9,0.53
A0A2N8LWP0,0.5
A0A2N8M1J1,0.3
A0A2N8NJR2,0.4
A0A2N8PDN7,0.77
A0A2N8Q063,0.52
A0A2N8QFA1,0.48
A0A2N8R1S2,0.48
A0A2N8TGL4,0.41
A0A2N9CTI6,0.64
A0A2N9CXN9,0.41
A0A2N9F7F1,0.47
A0A2P1BQ34,0.52
A0A2P1CAJ2,0.56
A0A2P1DQH4,0.66
A0A2P1HA73,0.5
A0A2P1NGX0,0.72
A0A2P1QCJ2,0.74
A0A2P1VIP3,0.75
A0A2P1VMC5,0.76
A0A2P2CDB3,0.56
A0A2P2F4I3,0.46
A0A2P2HVK3,0.64
A0A2P2M8S0,0.75
A0A2P4N761,0.77
A0A2P4NLZ7,0.55
A0A2P4Q2H6,0.69
A0A2P4QLI1,0.4
A0A2P4SND5,0.74
A0A2P4SVN6,0.63
A0A2P4TDC4,0.45
A0A2P4TSI5,0.74
A0A2P4UZB1,0.39
A0A2P4YW01,0.53
A0A2P4Z164,0.62
A0A2P4Z657,0.46
A0A2P5AH82,0.46
A0A2P5AU87,0.56
A0A2P5NB46,0.59
A0A2P5Q260,0.58
A0A2P5RMD5,0.47
A0A2P5VSN3,0.51
A0A2P5XRL9,0.5
A0A2P6AYF8,0.42
A0A2P6G2T8,0.54
A0A2P6NGY6,0.59
A0A2P6PIR3,0.49
A0A2P6QDX6,0.68
A0A2P6VS17,0.47
A0A2P7N120,0.45
A0A2P7PPU4,0.54
A0A2P7PSZ9,0.48
A0A2P7T0A1,0.59
A0A2P8DK86,0.57
A0A2P8GY95,0.63
A0A2P8HD05,0.59
A0A2P8IBV4,0.5
A0A2P8M9J0,0.64
A0A2P8MDX8,0.46
A0A2P8XXX0,0.68
A0A2P9E668,0.55
A0A2P9I443,0.57
A0A2P9I4A9,0.63
A0A2P9I5G5,0.56
A0A2R3S149,0.5
A0A2R3Z3R4,0.7
A0A2R4A6T3,0.51
A0A2R4DPL5,0.48
A0A2R4J050,0.6
A0A2R4KIN9,0.75
A0A2R4MF25,0.57
A0A2R4MYB8,0.51
A0A2R4RWC5,0.72
A0A2R4T9T7,0.54
A0A2R4VZZ4,0.69
A0A2R4XNU4,0.51
A0A2R5EVT7,0.31
A0A2R5FL36,0.46
A0A2R6A6Q4,0.54
A0A2R6AFT4,0.61
A0A2R6AIU5,0.45
A0A2R6AVT5,0.76
A0A2R6BDY7,0.73
A0A2R6BKR8,0.54
A0A2R6BLJ7,0.5
A0A2R6BTT5,0.56
A0A2R6BWG7,0.55
A0A2R6JIT6,0.56
A0A2R6M0N7,0.53
A0A2R6P8L5,0.45
A0A2R6QGV6,0.6
A0A2R6W5K4,0.58
A0A2R6WJR1,0.51
A0A2R8F1Y1,0.78
A0A2R8ZI77,0.48
A0A2R9A5Q7,0.46
A0A2S0IGN7,0.59
A0A2S0MZF7,0.71
A0A2S0NEM1,0.54
A0A2S0SK54,0.48
A0A2S1CDQ5,0.71
A0A2S1I8Z8,0.75
A0A2S1JVK2,0.55
A0A2S1LWV3,0.48
A0A2S1R0S0,0.5
A0A2S1T308,0.74
A0A2S1Z7G3,0.5
A0A2S1ZY74,0.53
A0A2S2B238,0.53
A0A2S2CTT1,0.6
A0A2S2CVC9,0.71
A0A2S2G091,0.62
A0A2S2NYU4,0.51
A0A2S2P8L4,0.52
A0A2S2QSF2,0.4
A0A2S3H8F1,0.57
A0A2S3IAS3,0.46
A0A2S3QK42,0.69
A0A2S3UGX9,0.42
A0A2S3W115,0.7
A0A2S3WFU3,0.68
A0A2S3XKI5,0.61
A0A2S3ZC48,0.62
A0A2S4DTB5,0.74
A0A2S4GB88,0.71
A0A2S4GUY8,0.53
A0A2S4JFR3,0.78
A0A2S4UWT7,0.3
A0A2S4VYI4,0.45
A0A2S5CS30,0.53
A0A2S5EIN5,0.57
A0A2S5EJE5,0.59
A0A2S5F9C7,0.74
A0A2S5G7X7,0.66
A0A2S5NRX3,0.69
A0A2S5QZ97,0.45
A0A2S6ESP6,0.55
A0A2S6ICM0,0.47
A0A2S6NUU9,0.75
A0A2S6RFP9,0.44
A0A2S6S1S1,0.57
A0A2S6SGR0,0.56
A0A2S6T2E2,0.56
A0A2S7AP88,0.48
A0A2S7CWP1,0.71
A0A2S7DGG6,0.68
A0A2S7EPD9,0.34
A0A2S7F757,0.69
A0A2S7FA78,0.49
A0A2S7NRI1,0.52
A0A2S7R2B4,0.5
A0A2S7R5M3,0.44
A0A2S7TPM6,0.55
A0A2S7TTR8,0.59
A0A2S7XCN8,0.69
A0A2S7ZD81,0.41
A0A2S8ACT7,0.42
A0A2S8C6F9,0.67
A0A2S8FDC4,0.54
A0A2S8GSN2,0.47
A0A2S8R4E6,0.64
A0A2S8W053,0.5
A0A2S8YPQ9,0.58
A0A2S9BVT9,0.39
A0A2S9E2U9,0.54
A0A2S9F9X8,0.71
A0A2S9INC5,0.54
A0A2S9KC31,0.56
A0A2S9NYP8,0.72
A0A2S9XTL9,0.57
A0A2T0A271,0.42
A0A2T0ALZ3,0.56
A0A2T0AVX9,0.59
A0A2T0GWT0,0.55
A0A2T0HQ04,0.74
A0A2T0KKH5,0.47
A0A2T0TFE4,0.57
A0A2T0TIX6,0.55
A0A2T1BRQ7,0.53
A0A2T1DP11,0.52
A0A2T1F1C1,0.58
A0A2T1F1F2,0.54
A0A2T1FCX4,0.61
A0A2T1GZ49,0.6
A0A2T2TJ94,0.76
A0A2T2U3K7,0.45
A0A2T3F6I8,0.79
A0A2T3FC20,0.49
A0A2T3FFS2,0.64
A0A2T3FVW8,0.51
A0A2T3G3R7,0.48
A0A2T3I0P3,0.46
A0A2T3J0D5,0.7
A0A2T3MR06,0.66
A0A2T3NXW4,PARSE_ERROR
A0A2T3URZ5,0.55
A0A2T3ZAR7,0.43
A0A2T4D9G2,0.51
A0A2T4E0P6,0.57
A0A2T4GMU7,0.4
A0A2T4HKX4,0.81
A0A2T4V485,0.48
A0A2T4VKJ8,0.72
A0A2T4Y6M1,0.59
A0A2T4ZYX1,0.45
A0A2T5DUL2,0.7
A0A2T5UDE5,0.58
A0A2T5VI39,0.48
A0A2T5XTH6,0.37
A0A2T6GI93,0.56
A0A2T6GUV6,0.59
A0A2T6INW5,0.56
A0A2T6JH48,0.48
A0A2T6KT65,0.57
A0A2T6MES7,0.75
A0A2T6N7A0,0.61
A0A2T7D258,0.44
A0A2T7D4C4,0.66
A0A2T7N3I8,0.66
A0A2T7WD55,0.52
A0A2T7WF46,0.56
A0A2T7WTR9,0.58
A0A2T8INZ5,0.57
A0A2T9NXC9,0.73
A0A2T9WX13,0.54
A0A2T9X7D6,0.43
A0A2T9XVW7,0.71
A0A2T9Z5E8,0.62
A0A2U0DS37,0.47
A0A2U0MRD0,0.47
A0A2U0UGL4,0.49
A0A2U0V9A9,0.55
A0A2U1AQI3,0.75
